first_name,last_name,team,number,position,age,born,birth_place,country,height,weight,shoots
Maxim,Muranov,Niagara Univ.,15,F,21,2004,Moskva,Russia,"6'2""",185,L
Nicholas,Niemo,Niagara Univ.,24,F,24,2001,"Middlebury, VT",USA,"5'10""",181,R
Glebs,Prohorenkovs,Niagara Univ.,4,F,24,2001,Riga,Latvia,"6'2""",187,L
Andy,Reist,Niagara Univ.,16,F,21,2004,"Waterloo, ON",Canada,"6'0""",174,L
Drew,Vieten,Niagara Univ.,19,F,25,2001,"Calabasas, CA",USA,"6'1""",190,L
Hunter,Wallace,Niagara Univ.,10,F,22,2003,"Oak Lake, MB",Canada,"5'8""",165,L
Spencer,Young,Niagara Univ.,18,F,22,2003,"Elmira, ON",Canada,"6'0""",174,R
Tyson,Zimmer,Niagara Univ.,20,F,21,2004,"Russell, MB",Canada,"6'0""",192,R
Matthew,DellaRusso,Northeastern Univ.,35,G,21,2004,"Darien, CT",USA,"6'3""",187,L
Quentin,Sigurdson,Northeastern Univ.,1,G,22,2003,"Sartell, MN",USA,"6'2""",174,L
Lawton,Zacher,Northeastern Univ.,47,G,22,2003,"Buffalo, NY",USA,"6'2""",179,L
Vincent,Borgesi,Northeastern Univ.,22,D,21,2004,"Philadelphia, PA",USA,"5'8""",174,R
Dylan,Compton,Northeastern Univ.,4,D,21,2005,"Victoria, BC",Canada,"6'0""",187,R
Dylan,Finlay,Northeastern Univ.,26,D,24,2001,"L'Île-Bizard, QC",Canada,"6'2""",192,L
Jack,Henry,Northeastern Univ.,5,D,22,2004,"Skaneateles, NY",USA,"6'0""",190,R
Noah,Jones,Northeastern Univ.,9,D,22,2004,"Bridgewater, NJ",USA,"6'5""",212,R
Joaquim,Lemay,Northeastern Univ.,2,D,23,2002,"St-Pierre-les-Becquets, QC",Canada,"6'1""",185,L
Austen,May,Northeastern Univ.,24,D,22,2003,"Woodhaven, MI",USA,"5'11""",170,R
Grayson,Badger,Northeastern Univ.,6,F,21,2004,"Hyde Park, MA",USA,"6'2""",187,R
Joe,Connor,Northeastern Univ.,14,F,20,2005,"Amherst, NH",USA,"5'10""",174,L
Griffin,Erdman,Northeastern Univ.,17,F,21,2005,"Wilmington, DE",USA,"5'10""",187,L
James,Fisher,Northeastern Univ.,8,F,21,2004,"Burlington, MA",USA,"6'2""",190,R
Ethan,Fredericks,Northeastern Univ.,10,F,21,2004,"Sandy Springs, GA",USA,"6'2""",201,R
Tyler,Fukakusa,Northeastern Univ.,91,F,23,2002,"Toronto, ON",Canada,"5'11""",181,L
Amine,Hajibi,Northeastern Univ.,33,F,20,2005,"Montréal, QC",Canada,"6'1""",185,L
Dylan,Hryckowian,Northeastern Univ.,13,F,21,2004,"L'Île-Bizard, QC",Canada,"5'10""",170,R
Marc,Lund,Northeastern Univ.,19,F,22,2003,"Edina, MN",USA,"6'4""",205,R
Matthew,Maltais,Northeastern Univ.,92,F,21,2004,"St-Basile-le-Grand, QC",Canada,"6'2""",183,L
Giacomo,Martino,Northeastern Univ.,15,F,20,2005,"Toronto, ON",Canada,"5'11""",185,L
Jacob,Mathieu,Northeastern Univ.,81,F,21,2004,"St-Odilon-de-Cranbourne, QC",Canada,"5'11""",192,L
Andy,Moore,Northeastern Univ.,7,F,24,2002,"Cumberland, ME",USA,"5'11""",194,R
Jack,Pechar,Northeastern Univ.,21,F,20,2005,"Niskayuna, NY",USA,"6'1""",198,R
Matthew,Perkins,Northeastern Univ.,51,F,22,2004,"Balgonie, SK",Canada,"5'11""",174,L
Eli,Sebastian,Northeastern Univ.,11,F,21,2004,"Burlington, ON",Canada,"6'0""",192,L
Oliver,Auyeung-Ashton,Northern Michigan Univ.,30,G,20,2005,"Coquitlam, BC",Canada,"5'10""",172,L
Jackson,Fuller,Northern Michigan Univ.,31,G,21,2004,"Centerville, MN",USA,"6'0""",170,L
William,Gramme,Northern Michigan Univ.,1,G,23,2002,Stockholm,Sweden,"6'4""",201,L
Max,Weilandt,Northern Michigan Univ.,32,G,20,2005,"Northbrook, IL",USA,"6'1""",190,L
Nicolas,Ardanaz,Northern Michigan Univ.,3,D,23,2002,"Surrey, BC",Canada,"5'10""",185,L
Olivier,Beaulieu,Northern Michigan Univ.,8,D,21,2005,"Terrebonne, QC",Canada,"5'10""",152,L
Warren,Clark,Northern Michigan Univ.,4,D,21,2004,"Riverside, ON",Canada,"6'3""",194,R
Anthony,Cliche,Northern Michigan Univ.,20,D,22,2003,"Vallée-Jonction, QC",Canada,"6'4""",216,R
David,Côté,Northern Michigan Univ.,,D,22,2003,"St-Bruno-de-Montarville, QC",Canada,"6'4""",201,L
Grayden,Daul,Northern Michigan Univ.,5,D,23,2003,"Chicago, IL",USA,"6'0""",181,R
Zane,Demsey,Northern Michigan Univ.,9,D,24,2001,"Harrison Township, MI",USA,"6'2""",190,L
Tynan,Ewart,Northern Michigan Univ.,6,D,24,2002,"Duncan, BC",Canada,"6'2""",187,L
Evan,Johnson,Northern Michigan Univ.,23,D,21,2004,"Trenton, MI",USA,"5'11""",185,R
Cade,Mason,Northern Michigan Univ.,8,D,24,2001,"Red Deer, AB",Canada,"5'11""",176,L
Joe,Schiller,Northern Michigan Univ.,2,D,21,2004,"Moorhead, MN",USA,"6'0""",194,L
Jakub,Altrichter,Northern Michigan Univ.,14,F,22,2003,Praha,Czechia,"5'10""",154,L
Matthew,Argentina,Northern Michigan Univ.,28,F,23,2003,"Philadelphia, PA",USA,"5'11""",194,R
Kyle,Bettens,Northern Michigan Univ.,24,F,24,2001,"Winnipeg, MB",Canada,"6'3""",216,R
Médrick,Bolduc,Northern Michigan Univ.,13,F,22,2003,"Val-d'Or, QC",Canada,"5'9""",183,R
Michael,Burchill,Northern Michigan Univ.,18,F,20,2005,"Mundelein, IL",USA,"5'10""",163,R
Danny,Ciccarello,Northern Michigan Univ.,27,F,24,2001,"Kirkland, QC",Canada,"5'11""",201,R
Peter,Cisar,Northern Michigan Univ.,12,F,20,2005,Bratislava,Slovakia,"6'0""",176,L
Caiden,Gault,Northern Michigan Univ.,16,F,23,2002,"Oakbank, MB",Canada,"6'1""",179,L
Aidyn,Hutchinson,Northern Michigan Univ.,29,F,22,2003,"St. Albert, AB",Canada,"6'1""",185,R
Landon,MacDonald,Northern Michigan Univ.,22,F,21,2004,"Brighton, MI",USA,"6'2""",203,L
Tobias,Pitka,Northern Michigan Univ.,19,F,19,2006,Poprad,Slovakia,"6'4""",225,R
Girts,Silkalns,Northern Michigan Univ.,17,F,22,2003,Talsi,Latvia,"6'2""",198,R
Grayden,Slipec,Northern Michigan Univ.,15,F,20,2005,"Surrey, BC",Canada,"5'10""",190,L
Tyler,Stern,Northern Michigan Univ.,21,F,21,2004,"Plainview, NY",USA,"5'10""",174,R
Mathew,Ward,Northern Michigan Univ.,10,F,22,2004,"Kamloops, BC",Canada,"5'9""",168,L
Kristoffer,Eberly,Ohio State Univ.,60,G,23,2002,"Pinckney, MI",USA,"6'4""",207,L
Sam,Hillebrandt,Ohio State Univ.,30,G,21,2005,"Port Huron, MI",USA,"6'1""",170,L
Dawson,Labre,Ohio State Univ.,1,G,21,2004,"Les Cèdres, QC",Canada,"6'3""",185,L
Chris,Able,Ohio State Univ.,2,D,21,2004,"Libertyville, IL",USA,"6'1""",198,R
Bryce,Ingles,Ohio State Univ.,21,D,20,2005,"Clyde, MI",USA,"5'9""",181,R
Nathan,McBrayer,Ohio State Univ.,8,D,21,2004,"Columbus, OH",USA,"6'0""",194,L
Samuel,McGinley,Ohio State Univ.,27,D,23,2002,"Calgary, AB",Canada,"6'3""",165,L
Chris,Romaine,Ohio State Univ.,7,D,22,2004,"Boston, MA",USA,"6'0""",196,R
Broten,Sabo,Ohio State Univ.,73,D,23,2002,"Rosemount, MN",USA,"6'3""",207,L
William,Smith,Ohio State Univ.,28,D,22,2003,"Toronto, ON",Canada,"6'1""",194,L
Ethan,Straky,Ohio State Univ.,5,D,22,2003,"Walnut Creek, CA",USA,"6'0""",187,R
Davis,Burnside,Ohio State Univ.,23,F,22,2003,"La Grange, IL",USA,"6'0""",181,R
Félix,Caron,Ohio State Univ.,13,F,21,2004,"Terrebonne, QC",Canada,"6'0""",168,R
Niall,Crocker,Ohio State Univ.,24,F,21,2004,"Delta, BC",Canada,"6'4""",196,R
Samuel,Deckhut,Ohio State Univ.,25,F,23,2002,"San Diego, CA",USA,"5'11""",194,L
Jake,Dunlap,Ohio State Univ.,91,F,24,2001,"Windham, NH",USA,"5'9""",174,L
Adam,Eisele,Ohio State Univ.,15,F,24,2001,"Lake Elmo, MN",USA,"6'2""",209,R
Ryan,Gordon,Ohio State Univ.,29,F,23,2002,"Duluth, GA",USA,"6'0""",185,R
Landen,Gunderson,Ohio State Univ.,17,F,21,2004,"Plymouth, MN",USA,"6'1""",190,R
James,Hong,Ohio State Univ.,19,F,21,2004,Seoul,South Korea,"5'10""",176,L
Jake,Karabela,Ohio State Univ.,49,F,21,2004,"Guelph, ON",Canada,"5'11""",187,L
Nathan,Lewis,Ohio State Univ.,63,F,21,2004,"Chicago, IL",USA,"6'6""",209,R
Max,Montes,Ohio State Univ.,16,F,22,2003,"Waukesha, WI",USA,"5'9""",168,L
Jake,Rozzi,Ohio State Univ.,11,F,22,2004,"Kirkland, QC",Canada,"6'0""",183,L
Riley,Thompson,Ohio State Univ.,9,F,23,2002,"Orleans, ON",Canada,"6'4""",216,L
Thomas,Weis,Ohio State Univ.,10,F,24,2002,"Madison, WI",USA,"5'10""",181,R
Josh,Fleming,Penn State Univ.,34,G,21,2004,"Montréal, QC",Canada,"6'2""",172,L
Chris,McFayden,Penn State Univ.,30,G,23,2002,"Mars, PA",USA,"6'3""",212,L
Kevin,Reidler,Penn State Univ.,35,G,21,2004,Gävle,Sweden,"6'6""",203,L
John,Seifarth,Penn State Univ.,30,G,22,2003,"Pittsburgh, PA",USA,"6'3""",194,L
Casey,Aman,Penn State Univ.,3,D,23,2003,"Johnstown, PA",USA,"6'0""",185,R
Cade,Christenson,Penn State Univ.,27,D,21,2004,"Edmonton, AB",Canada,"6'3""",183,L
Nolan,Collins,Penn State Univ.,77,D,21,2004,"Whitby, ON",Canada,"6'4""",216,R
Jarod,Crespo,Penn State Univ.,24,D,23,2002,"Easthampton Township, NJ",USA,"6'0""",190,R
Nicholas,Fascia,Penn State Univ.,10,D,20,2005,"Blackwood, NJ",USA,"6'1""",183,L
Mac,Gadowsky,Penn State Univ.,4,D,24,2002,"Fairbanks, AK",USA,"6'3""",190,L
Carter,Schade,Penn State Univ.,2,D,22,2003,"Mars, PA",USA,"5'11""",185,L
Jackson,Smith,Penn State Univ.,7,D,18,2007,"Calgary, AB",Canada,"6'4""",205,L
Charlie,Cerrato,Penn State Univ.,15,F,20,2005,"Fallston, MD",USA,"6'0""",194,L
Nicholas,Degraves,Penn State Univ.,71,F,22,2003,"Edmonton, AB",Canada,"6'0""",172,R
Matthew,DiMarsico,Penn State Univ.,14,F,22,2004,"Wexford, PA",USA,"6'0""",181,L
Dane,Dowiak,Penn State Univ.,19,F,23,2002,"Wexford, PA",USA,"5'10""",181,L
Aiden,Fink,Penn State Univ.,18,F,21,2004,"Calgary, AB",Canada,"5'10""",161,R
Braedon,Ford,Penn State Univ.,21,F,22,2004,"Pittsburgh, PA",USA,"5'9""",168,L
Lev,Katzin,Penn State Univ.,33,F,18,2007,"Thornhill, ON",Canada,"5'8""",176,L
Reese,Laubach,Penn State Univ.,29,F,22,2003,"San Jose, CA",USA,"6'0""",170,R
Gavin,McKenna,Penn State Univ.,72,F,18,2007,"Whitehorse, YT",Canada,"6'0""",170,L
Luke,Misa,Penn State Univ.,11,F,20,2005,"Oakville, ON",Canada,"5'10""",176,L
Keaton,Peters,Penn State Univ.,9,F,21,2004,"Sussex, WI",USA,"5'10""",187,R
Ben,Schoen,Penn State Univ.,12,F,23,2002,"Toldeo, OH",USA,"5'8""",165,R
Alexander,Servagno,Penn State Univ.,8,F,23,2002,"Gibsonia, PA",USA,"5'9""",172,L
Shea,Van Olm,Penn State Univ.,93,F,21,2004,"Calgary, AB",Canada,"6'1""",198,L
J.J.,Wiebusch,Penn State Univ.,86,F,22,2004,"River Falls, WI",USA,"6'0""",176,R
Conor,Callaghan,Princeton Univ.,30,G,22,2003,"Upper Saddle River, NJ",USA,"6'0""",181,L
Daniel,Moor,Princeton Univ.,35,G,20,2006,"Omaha, NE",USA,"6'2""",190,L
Brady,Morris,Princeton Univ.,31,G,20,2006,,USA,"5'10""",174,L
Arthur,Smith,Princeton Univ.,1,G,21,2004,"Farmington, CT",USA,"6'4""",209,L
Ian,Devlin,Princeton Univ.,6,D,24,2002,"Memphis, TN",Canada,"6'2""",209,L
Kai,Greaves,Princeton Univ.,23,D,22,2003,"Cambridge, ON",Canada,"6'2""",205,R
David,Ma,Princeton Univ.,4,D,23,2002,"Manhattan, NY",USA,"5'11""",181,L
Nick,Marciano,Princeton Univ.,25,D,23,2002,"Greenwich, CT",USA,"6'2""",201,L
Patrick,Reilly,Princeton Univ.,3,D,21,2004,"Avon, NJ",USA,"6'1""",201,R
Chris,Reiniger,Princeton Univ.,33,D,19,2006,"Annapolis, MD",USA,"5'8""",170,R
Tyler,Rubin,Princeton Univ.,8,D,23,2003,"Wayland, MA",USA,"5'10""",174,L
Brendan,Wang,Princeton Univ.,28,D,24,2002,"Burnaby, BC",Canada,"5'11""",185,L
Kevin,Anderson,Princeton Univ.,20,F,22,2003,"Regina, SK",Canada,"6'0""",181,L
Carson,Buydens,Princeton Univ.,14,F,21,2004,"Gladstone, MB",Canada,"6'3""",201,R
Kai,Daniells,Princeton Univ.,7,F,22,2003,"Whistler, BC",Canada,"6'0""",185,L
Jaxson,Ezman,Princeton Univ.,27,F,23,2002,"Middleton, WI",USA,"6'1""",190,L
Julian,Facchinelli,Princeton Univ.,15,F,21,2004,"Woodbridge, ON",Canada,"6'0""",181,R
Drew,Garzone,Princeton Univ.,13,F,21,2004,"Dover, MA",USA,"6'1""",194,R
Brendan,Gorman,Princeton Univ.,16,F,23,2003,"Arlington, MA",USA,"6'0""",174,R
Malcolm,Green,Princeton Univ.,10,F,20,2005,"Bedford, NS",Canada,"6'6""",220,R
Miles,Gunty,Princeton Univ.,17,F,22,2004,"Bethesda, MD",USA,"5'11""",185,R
David,Jacobs,Princeton Univ.,24,F,24,2001,"Needham, MA",USA,"5'11""",201,R
Josh,Karnish,Princeton Univ.,18,F,22,2003,"Marlton, NJ",USA,"6'0""",185,R
Seamus,Latta,Princeton Univ.,19,F,20,2005,"Bozeman, MT",USA,"6'0""",201,L
Jake,Manfre,Princeton Univ.,12,F,21,2004,"Smithtown, NY",USA,"6'0""",205,L
Luc,Pelletier,Princeton Univ.,26,F,22,2003,"Courtenay, BC",Canada,"6'4""",205,L
Jayden,Sison,Princeton Univ.,11,F,23,2003,"Paoli, PA",USA,"5'10""",190,R
Matthew,Souliere,Princeton Univ.,22,F,19,2006,"London, ON",Canada,"6'3""",190,L
Hans,Martin Ulvebne,Princeton Univ.,9,F,21,2004,Oslo,Norway,"6'0""",194,L
Michael,Young,Princeton Univ.,21,F,23,2002,"Kings Park, NY",USA,"5'11""",190,L
Aaron,Matthews,Providence College,33,G,21,2004,"Newton, MA",USA,"5'11""",170,L
John,Parsons,Providence College,30,G,20,2006,"Ithaca, NY",USA,"6'4""",194,L
Michael,Simpson,Providence College,31,G,23,2003,"London, ON",Canada,"6'1""",198,L
Philip,Svedebäck,Providence College,35,G,23,2002,Stockholm,Sweden,"6'4""",209,L
Alexander,Bales,Providence College,6,D,19,2006,"East Amherst, NY",USA,"5'10""",181,L
Andrew,Centrella,Providence College,23,D,22,2004,"Philadelphia, PA",USA,"5'9""",176,L
Tomas,Machu,Providence College,2,D,22,2003,Ostrava,Czechia,"6'4""",194,R
Quinn,Mantei,Providence College,24,D,20,2005,"Weyburn, SK",Canada,"6'0""",187,L
Martin,Masa,Providence College,28,D,20,2005,Brno,Czechia,"6'2""",194,L
Kale,McCallum,Providence College,20,D,24,2002,"Fredericton, NB",Canada,"5'11""",183,L
Donovan,McCoy,Providence College,10,D,21,2004,"Belleville, ON",Canada,"6'1""",205,R
Alexander,Rybakov,Providence College,27,D,21,2005,Chelyabinsk,Russia,"6'2""",190,L
Tanner,Adams,Providence College,19,F,20,2005,"Northport, NY",USA,"5'11""",185,R
Will,Elger,Providence College,15,F,21,2004,"Westerville, OH",USA,"6'2""",174,R
Jonathan,Fauchon,Providence College,16,F,22,2004,"Ste-Claire-de-Bellechasse, QC",Canada,"5'11""",176,L
Graham,Gamache,Providence College,11,F,23,2002,"Edmonton, AB",Canada,"5'11""",183,R
Beau,Jelsma,Providence College,17,F,21,2004,"London, ON",Canada,"5'10""",181,L
Aleksi,Kivioja,Providence College,14,F,22,2003,Helsinki,Finland,"6'5""",220,R
Clint,Levens,Providence College,22,F,22,2003,"Windermere, FL",USA,"6'3""",185,R
Hudson,Malinoski,Providence College,9,F,21,2004,"Saskatoon, SK",Canada,"6'1""",174,L
Geno,McEnery,Providence College,13,F,22,2003,"Geneva, IL",USA,"6'0""",190,L
Roger,McQueen,Providence College,29,F,19,2006,"Saskatoon, SK",Canada,"6'6""",198,R
John,Mustard,Providence College,21,F,19,2006,"Newmarket, ON",Canada,"6'1""",185,L
Brendan,Ross,Providence College,18,F,22,2003,"Calgary, AB",Canada,"6'3""",194,R
Logan,Sawyer,Providence College,34,F,19,2006,"Orangeville, ON",Canada,"6'1""",174,L
Julius,Sumpf,Providence College,26,F,21,2005,München,Germany,"6'2""",198,L
Matej,Marinov,Quinnipiac Univ.,33,G,22,2003,Nitra,Slovakia,"6'0""",157,L
Sam,Scopa,Quinnipiac Univ.,31,G,21,2005,"Lexington, MA",USA,"6'0""",181,L
Dylan,Silverstein,Quinnipiac Univ.,29,G,22,2004,"Calabasas, CA",USA,"6'0""",179,L
Braden,Blace,Quinnipiac Univ.,22,D,22,2003,"Duncan, BC",Canada,"6'3""",190,R
Will,Gilson,Quinnipiac Univ.,3,D,24,2001,"Old Greenwich, CT",USA,"6'0""",170,R
Elliott,Groenewold,Quinnipiac Univ.,7,D,20,2006,"Bellows Falls, VT",USA,"6'4""",216,L
Charlie,Leddy,Quinnipiac Univ.,6,D,22,2004,"Fairfield, CT",USA,"6'2""",185,R
Logan,McCutcheon,Quinnipiac Univ.,4,D,22,2004,"Saskatoon, SK",Canada,"5'9""",161,R
Brady,Schultz,Quinnipiac Univ.,5,D,21,2004,"Monroe, CT",USA,"5'11""",194,L
Graham,Sward,Quinnipiac Univ.,15,D,22,2003,"Langley, BC",Canada,"6'4""",192,L
Nate,Tivey,Quinnipiac Univ.,25,D,21,2004,"Burlington, ON",Canada,"6'5""",205,L
Tyler,Borgula,Quinnipiac Univ.,10,F,20,2005,"Livonia, MI",USA,"5'9""",170,R
Andon,Cerbone,Quinnipiac Univ.,27,F,21,2004,"Stamford, CT",USA,"5'9""",163,L
Anthony,Cipollone,Quinnipiac Univ.,18,F,23,2002,"Purchase, NY",USA,"5'6""",165,L
Victor,Czerneckianair,Quinnipiac Univ.,14,F,24,2002,"Southington, CT",USA,"5'11""",174,L
Matthew,Lansing,Quinnipiac Univ.,26,F,19,2007,"Tonawanda, NY",USA,"6'1""",185,L
Mason,Marcellus,Quinnipiac Univ.,20,F,23,2002,"Greely, ON",Canada,"5'9""",165,L
Matthew,McGroarty,Quinnipiac Univ.,8,F,23,2003,"Westport, CT",USA,"5'10""",172,R
Christopher,Pelosi,Quinnipiac Univ.,28,F,20,2005,"Sewell, NJ",USA,"6'2""",196,L
Alex,Power,Quinnipiac Univ.,24,F,24,2002,"St. John's, NL",Canada,"6'1""",185,L
Ben,Riche,Quinnipiac Univ.,17,F,20,2005,"Bethune, SK",Canada,"5'11""",181,L
Aaron,Schwartz,Quinnipiac Univ.,11,F,21,2004,"Parkland, FL",USA,"5'11""",174,R
Antonin,Verreault,Quinnipiac Univ.,23,F,21,2004,"Mirabel, QC",Canada,"5'8""",170,L
Markus,Vidicek,Quinnipiac Univ.,12,F,21,2004,"Montréal, QC",Canada,"5'10""",172,L
Jeremy,Wilmer,Quinnipiac Univ.,16,F,22,2003,"Rockville Centre, NY",USA,"5'8""",154,L
Ethan,Wyttenbach,Quinnipiac Univ.,19,F,19,2007,"Roslyn, NY",USA,"5'10""",181,R
Trent,Burnham,RIT (Rochester Inst. of Tech.),32,G,25,2000,"Eagle River, AK",USA,"6'0""",163,L
Jakub,Krbecek,RIT (Rochester Inst. of Tech.),1,G,23,2003,Praha,Czechia,"6'2""",198,L
Collin,MacKenzie,RIT (Rochester Inst. of Tech.),33,G,21,2004,"Elora, ON",Canada,"6'0""",181,L
Tristan,Allen,RIT (Rochester Inst. of Tech.),17,D,22,2003,"Kamloops, BC",Canada,"6'0""",183,R
Gustav,Blom,RIT (Rochester Inst. of Tech.),5,D,25,2001,Stockholm,Sweden,"6'1""",185,R
Mason,Croucher,RIT (Rochester Inst. of Tech.),24,D,21,2004,"Victoria, BC",Canada,"6'2""",185,L
Xavier,Lapointe,RIT (Rochester Inst. of Tech.),28,D,24,2002,"Québec, QC",Canada,"6'0""",190,L
Brock,Reinhart,RIT (Rochester Inst. of Tech.),2,D,21,2004,"Elora, ON",Canada,"6'3""",201,R
Ben,Roger,RIT (Rochester Inst. of Tech.),20,D,23,2002,"Markham, ON",Canada,"6'5""",205,R
Kevin,Scott,RIT (Rochester Inst. of Tech.),18,D,22,2003,"Ashburn, VA",USA,"6'3""",216,R
Crossley,Stewart,RIT (Rochester Inst. of Tech.),27,D,23,2002,"Prince Rupert, BC",Canada,"6'3""",190,L
Ryan,Williams,RIT (Rochester Inst. of Tech.),3,D,22,2003,"Pleasantville, OH",USA,"6'4""",205,L
Camden,Bajzer,RIT (Rochester Inst. of Tech.),19,F,21,2004,"Cleveland, OH",USA,"5'11""",183,R
Austin,Brimmer,RIT (Rochester Inst. of Tech.),7,F,24,2001,"Markham, ON",Canada,"6'4""",223,R
Christian,Catalano,RIT (Rochester Inst. of Tech.),23,F,22,2003,"Mississauga, ON",Canada,"6'1""",190,R
Alex,Christopoulos,RIT (Rochester Inst. of Tech.),25,F,22,2003,"Richmond Hill, ON",Canada,"6'0""",196,R
Mathieu,Cobetto-Roy,RIT (Rochester Inst. of Tech.),21,F,22,2003,"Outremont, QC",Canada,"5'11""",174,L
Caleb,Elfering,RIT (Rochester Inst. of Tech.),11,F,21,2004,"Richland, WA",USA,"5'9""",170,R
Simon,Isabelle,RIT (Rochester Inst. of Tech.),12,F,25,2001,"Whitehorse, YT",Canada,"5'10""",174,R
Philippe,Jacques,RIT (Rochester Inst. of Tech.),10,F,23,2002,"Québec, QC",Canada,"6'4""",205,L
Adam,Jeffery,RIT (Rochester Inst. of Tech.),15,F,24,2001,"Leamington, ON",Canada,"6'6""",205,L
Evan,Konyen,RIT (Rochester Inst. of Tech.),26,F,22,2004,"Newmarket, ON",Canada,"6'0""",181,R
Tyler,Mahan,RIT (Rochester Inst. of Tech.),14,F,24,2001,"Calgary, AB",Canada,"6'0""",190,L
Will,Moore,RIT (Rochester Inst. of Tech.),22,F,21,2004,"Westfield, IN",USA,"5'11""",185,L
Boris,Skalos,RIT (Rochester Inst. of Tech.),6,F,23,2003,"Clifton, NJ",USA,"5'11""",185,R
Ty,Whyte,RIT (Rochester Inst. of Tech.),16,F,22,2003,"Richmond, ON",Canada,"6'1""",185,L
Zach,Wigle,RIT (Rochester Inst. of Tech.),8,F,22,2004,"Oakville, ON",Canada,"6'0""",194,L
Croix,Kochendorfer,Robert Morris Univ.,1,G,22,2003,"St. Paul, MN",USA,"6'4""",209,L
Lucas,Massie,Robert Morris Univ.,30,G,22,2003,"Claremont, CA",USA,"6'1""",190,L
Charlie,Schenkel,Robert Morris Univ.,31,G,21,2004,"Toronto, ON",Canada,"6'5""",205,R
J.R.,Ashmead,Robert Morris Univ.,10,D,22,2003,"Calgary, AB",Canada,"6'2""",192,L
John,Babcock,Robert Morris Univ.,7,D,21,2004,"North Vancouver, BC",Canada,"6'2""",205,L
Michael,Craig,Robert Morris Univ.,2,D,23,2002,"St. Catharines, ON",Canada,"5'11""",187,R
Dominic,Elliott,Robert Morris Univ.,3,D,22,2004,"Allendale, MI",USA,"5'10""",176,R
Greg,Japchen,Robert Morris Univ.,4,D,24,2001,"Doylestown, PA",USA,"6'4""",203,L
Rasmus,Larsson,Robert Morris Univ.,6,D,22,2004,Hässelby,Sweden,"6'3""",203,L
Gabriel,Lunn,Robert Morris Univ.,8,D,22,2003,"Lockport, NY",USA,"6'0""",190,L
Luke,van Why,Robert Morris Univ.,5,D,23,2003,"Hatfield, PA",USA,"5'10""",172,R
Max,Wattvil,Robert Morris Univ.,9,D,23,2002,Stockholm,Sweden,"6'2""",192,R
Julian,Beaumont,Robert Morris Univ.,14,F,22,2004,"Allen, TX",USA,"5'8""",161,L
Dario,Beljo,Robert Morris Univ.,11,F,23,2002,"Sudbury, ON",Canada,"6'3""",190,L
Lee,Chiang,Robert Morris Univ.,33,F,23,2002,"Toronto, ON",Canada,"5'9""",172,L
Michael,Felsing,Robert Morris Univ.,29,F,23,2003,"Pittsburgh, PA",USA,"5'11""",181,R
Cameron,Garvey,Robert Morris Univ.,21,F,23,2002,"Oakville, ON",Canada,"6'0""",181,L
Connor,Gourley,Robert Morris Univ.,15,F,21,2004,"Calgary, AB",Canada,"6'2""",170,L
McKay,Hayes,Robert Morris Univ.,20,F,24,2002,"Ancaster, ON",Canada,"6'3""",212,L
Patrick,Johnson,Robert Morris Univ.,17,F,22,2003,"Chesterfield, MO",USA,"5'8""",187,L
Tanner,Klimpke,Robert Morris Univ.,19,F,23,2002,"Calgary, AB",Canada,"6'2""",183,L
George,Krotiris,Robert Morris Univ.,16,F,23,2002,"Markham, ON",Canada,"5'11""",176,L
Bruce,McDonald,Robert Morris Univ.,18,F,21,2004,"Ottawa, ON",Canada,"6'0""",176,L
Zeke,Nicholson,Robert Morris Univ.,23,F,21,2004,"Vancouver, BC",Canada,"6'0""",181,L
Luca,Primerano,Robert Morris Univ.,44,F,20,2005,"North Vancouver, BC",Canada,"6'2""",190,L
Jackson,Reineke,Robert Morris Univ.,12,F,23,2002,"Faribault, MN",USA,"5'10""",174,R
Braden,Rourke,Robert Morris Univ.,26,F,21,2004,"Des Moines, IA",USA,"6'0""",172,R
Ryan,Taylor,Robert Morris Univ.,22,F,24,2001,"St. Louis, MO",USA,"6'3""",207,R
Trent,Wilson,Robert Morris Univ.,27,F,21,2004,"Tsawwassen, BC",Canada,"6'1""",187,L
Bruno,Bruveris,RPI (Rensselaer Polytech. Inst.),33,G,23,2002,Riga,Latvia,"6'1""",170,L
Carson,Dorfman,RPI (Rensselaer Polytech. Inst.),32,G,22,2003,"Hermitage, TN",USA,"6'0""",179,L
Nathan,Krawchuk,RPI (Rensselaer Polytech. Inst.),30,G,20,2005,"Thunder Bay, ON",Canada,"6'3""",190,L
James,Goffredo,RPI (Rensselaer Polytech. Inst.),2,D,22,2003,"Mount Laurel, NJ",USA,"5'11""",185,R
Landen,Hilditch,RPI (Rensselaer Polytech. Inst.),22,D,20,2005,"Surrey, BC",Canada,"6'4""",201,R
Matthew,Jovanovic,RPI (Rensselaer Polytech. Inst.),4,D,21,2004,"Toronto, ON",Canada,"6'2""",201,L
Thomas,Klassek,RPI (Rensselaer Polytech. Inst.),6,D,21,2005,Klagenfurt,Austria,"6'0""",183,L
Lucas,Lemieux,RPI (Rensselaer Polytech. Inst.),16,D,20,2005,"Edmonton, AB",Canada,"6'4""",201,L
Lucas,Matta,RPI (Rensselaer Polytech. Inst.),61,D,23,2002,"Kleinburg, ON",Canada,"6'2""",201,L
Gustavs,Ozolins,RPI (Rensselaer Polytech. Inst.),10,D,22,2003,Riga,Latvia,"5'10""",181,L
